circuit,vector_seed,vectors,budget,method,method_value,static_value,oracle_value,row_ideal_ratio_raw,loss
int2float,7089,128,0.2,segr_structure_derived_selector,1234.0,1151.0,1324.0,0.93202416918429,False
log2,7089,128,0.05,standard_scoap_testability,105217.0,50268.0,197008.0,0.5340747583854463,False
log2,7089,128,0.1,standard_scoap_testability,163685.0,74897.0,353573.0,0.46294541721228716,False
log2,7089,128,0.2,standard_scoap_testability,255281.0,145152.0,574667.0,0.44422422028757524,False
log2,7089,128,0.05,scoap_co_only,116049.0,50268.0,197008.0,0.5890572971655973,False
log2,7089,128,0.1,scoap_co_only,174856.0,74897.0,353573.0,0.4945400242665588,False
log2,7089,128,0.2,scoap_co_only,271415.0,145152.0,574667.0,0.47229961003502896,False
log2,7089,128,0.05,scoap_min_fault_cost,105217.0,50268.0,197008.0,0.5340747583854463,False
log2,7089,128,0.1,scoap_min_fault_cost,163685.0,74897.0,353573.0,0.46294541721228716,False
log2,7089,128,0.2,scoap_min_fault_cost,255281.0,145152.0,574667.0,0.44422422028757524,False
log2,7089,128,0.05,scoap_avg_fault_cost,97997.0,50268.0,197008.0,0.49742650044668235,False
log2,7089,128,0.1,scoap_avg_fault_cost,151962.0,74897.0,353573.0,0.429789604975493,False
log2,7089,128,0.2,scoap_avg_fault_cost,235932.0,145152.0,574667.0,0.4105542862214117,False
log2,7089,128,0.05,scoap_worst_fault_cost,92932.0,50268.0,197008.0,0.47171688459351907,False
log2,7089,128,0.1,scoap_worst_fault_cost,144651.0,74897.0,353573.0,0.40911212111784556,False
log2,7089,128,0.2,scoap_worst_fault_cost,225360.0,145152.0,574667.0,0.392157545152236,False
log2,7089,128,0.05,segr_structure_derived_selector,137047.0,50268.0,197008.0,0.6956418013481686,False
log2,7089,128,0.1,segr_structure_derived_selector,227326.0,74897.0,353573.0,0.6429393647139346,False
log2,7089,128,0.2,segr_structure_derived_selector,370340.0,145152.0,574667.0,0.6444427816457183,False
max,7089,128,0.05,standard_scoap_testability,16416.0,8908.0,16556.0,0.9915438511717807,False
max,7089,128,0.1,standard_scoap_testability,32436.0,16777.0,32824.0,0.9881793809407751,False
max,7089,128,0.2,standard_scoap_testability,60497.0,17870.0,60709.0,0.9965079312787231,False
max,7089,128,0.05,scoap_co_only,16427.0,8908.0,16556.0,0.9922082628654264,False
